"player_name","birthday"
"Taras Wiktorowicz Romanczuk","1991-11-14"
"Thamsanqa Innocent Mkhize","1988-08-18"
"Gabriel Cristian Iancu","1994-04-15"
"Luis Ricardo Reyes Moreno","1991-04-03"
"Vítor Tormena de Farias","1996-01-04"
"Youness Mokhtar","1991-08-29"
"Brecht Dejaegere","1991-05-29"
"Ahmed Hassan Mahgoub","1993-03-05"
"Emrah Başsan","1992-04-17"
"Felipe Nicolás Avenatti Dovillabichus","1993-04-26"
"Adrián Guto Negrão Bastos","1996-02-29"
"Jaïro Riedewald","1996-09-09"
"Bernardo David Medina","1988-01-14"
"Claudio Ariel Yacob","1987-07-18"
"Prince-Désir Gnahoré Gouano","1993-12-24"
"Fabian Holland","1990-07-11"
"Georges Constant Mandjeck","1988-12-09"
"Wesley Lautoa","1987-08-25"
"Jorge Pietro Carvalho Porfírio","1996-02-29"
"Thiago Gastón Cardozo Brugman","1996-07-31"
"Jake Bidwell","1993-03-21"
"Bashkim Kadrii","1991-07-09"
"Ethan Shea Horvath","1995-06-09"
"安西 幸輝","1995-05-31"
"Jan-Arie van der Heijden","1988-03-03"
"James McClean","1989-04-22"
"Mimoun Mahi","1994-03-13"
"Kévin Lucien Zohi","1996-12-19"
"Ocimar de Almeida Júnior","1989-03-10"
"Pontus Wernbloom","1986-06-25"
"Jesús Emiliano Trindade Flores","1993-07-10"
"Zarek Valentin","1991-08-06"
"Mahmoud Abdul Monem Abdelhamid Soliman","1994-04-13"
"Denis Vavro","1996-04-10"
"Antonio Bareiro Álvarez","1989-04-24"
"Awer Bul Mabil","1995-09-15"
"Rafael Andrés Carrascal Avilez","1992-11-26"
"Maximiliano Martín Olivera De Andrea","1992-03-05"
"Abdel Slem Billel Omrani","1993-07-02"
"Luca Caldirola","1991-02-01"
"Jan Gyamerah","1995-06-18"
"Omar González","1988-10-11"
"Andrés Felipe Andrade Torres","1989-02-23"
"Patrick Twumasi","1994-05-09"
"Mauro Rodolfo Pittón","1994-08-08"
"Mevlüt Erdinç","1987-02-25"
"지동원 池东沅","1991-05-28"
"Jakub Czerwiński","1991-08-06"
"Kevin Long","1990-08-18"
"Samir Caetano de Souza Santos","1994-12-05"
"Antonino Barillà","1988-04-01"
"Yassine Benzia","1994-09-08"
"Samuel Piette","1994-11-12"
"Hany Mukhtar","1995-03-21"
"João Felipe Schmidt Urbano","1993-05-19"
"Antony Domingo Silva Cano","1984-02-27"
"登里 享平","1990-11-13"
"Costel Fane Pantilimon","1987-02-01"
"Gianluca Lapadula","1990-02-07"
"Bart Nieuwkoop","1996-03-07"
"Gaëtan Bong Songo","1988-04-25"
"Álvaro José Jiménez Guerrero","1995-05-19"
"Ognjen Vranješ","1989-10-24"
"Moritz Bauer","1992-01-25"
"Simeon Tochukwu Nwankwo","1992-05-07"
"Benito Nicolas Viola","1989-10-12"
"Hatem Abd Elhamed","1991-03-18"
"Onur Kaya","1986-04-20"
"Fabricio Coloccini","1982-01-22"
"Hosam Aiesh","1995-04-14"
"Smail Prevljak","1995-05-10"
"Holger Badstuber","1989-03-13"
"Jack Hunt","1990-12-06"
"Michael Morrison","1988-03-03"
"Germán Andrés Lanaro","1986-03-21"
"Paul Baysse","1988-05-18"
"Mateus Pasinato","1992-06-28"
"Floyd Ayité","1988-12-15"
"酒井 髙徳","1991-03-14"
"Gianni Bruno","1991-08-19"
"Jaine Stiven Barreiro Solis","1994-06-19"
"Viðar Örn Kjartansson","1990-03-11"
"Clayton Fábio Fildeiras Cachoeira","1996-02-29"
"Gustavo Rafael Outomouro Tófoli","1996-02-29"
"Amir Abrashi","1990-03-27"
"Bruno Uvini Bortolança","1991-06-03"
"Guillaume Gillet","1984-03-09"
"Jon Ander Garrido Moracia","1989-10-09"
"Mathías Sebastián Suárez Suárez","1996-06-24"
"Diego Ângelo de Oliveira","1986-02-17"
"Ola John","1992-05-19"
"Daniel Martins Guimarães","1987-04-18"
"Ebenezer Ofori","1995-07-01"
"Sebastiano Luperto","1996-09-06"
"Maurício de Carvalho António","1992-02-06"
"Hakan Özmert","1985-06-03"
"Federico Javier Santander Mereles","1991-06-04"
"Renaud Emond","1991-12-05"
"Francisco Jiménez Tejada","1986-06-26"
"Bandar Mohammed Saeed Saleh Al Ahbabi","1990-07-09"
"Anthony Losilla","1986-03-10"
"Jack Byrne","1996-04-24"
"Pape Moussa Konaté","1993-04-03"
"Anthony D'Alberto","1994-10-13"
"Marko Pajač","1993-05-11"
"Bengali-Fodé Koita","1990-10-21"
"Andrew Hughes","1992-06-05"
"José Ángel Pozo la Rosa","1996-03-15"
"Manuel Reina Rodríguez","1985-04-01"
"Vincent Julien Sasso","1991-02-16"
"Lucas Höler","1994-07-10"
"Rogério De Assis Silva Coutinho","1987-03-20"
"Lucas Eduardo dos Santos João","1993-09-04"
"Bruno Ricardo Valdez Wilson","1996-12-27"
"Jean Butez","1995-06-08"
"Pasquale Schiattarella","1987-05-30"
"Frederik Sørensen","1992-04-14"
"Mauro Andrés Manotas Páez","1995-07-15"
"Asier Riesgo Unamuno","1983-10-06"
"Jonathan Howson","1988-05-21"
"Javier Fabián Toledo","1986-04-20"
"Jeremy Dudziak","1995-08-28"
"Denis Linsmayer","1991-09-19"
"Adama Noss Traoré","1995-06-28"
"Marcelo Moreno Martins","1987-06-18"
"Bakaye Dibassy","1989-08-11"
"Mitchell Glenn Donald","1988-12-10"
"Will Vaulks","1993-09-13"
"Cheick Omar Traoré","1995-03-31"
"Vital Manuel N'Simba","1993-07-08"
"Juan Pablo Álvarez","1996-02-10"
"Tomáš Hořava","1988-05-29"
"Nick Powell","1994-03-23"
"Darnell Furlong","1995-10-31"
"Carleto Adilson Costinha Caldeira","1992-02-29"
"Simone Iacoponi","1987-04-30"
"Javier Hernán García","1987-01-29"
"Charles Marcelo da Silva","1994-02-04"
"Carl Jenkinson","1992-02-08"
"Francesco Vicari","1994-08-03"
"Kasim Adams Nuhu","1995-06-22"
"Ewerton José Almeida Santos","1989-03-23"
"Alejandro Saúl Chumacero Bracamonte","1991-04-22"
"Raïs M'Bolhi Ouhab","1986-04-25"
"Yuri de Souza Fonseca","1982-08-08"
"Juan Cruz Álvaro Armada","1992-07-28"
"Keiren Westwood","1984-10-23"
"汉超于","1987-02-25"
"Kevin Bua","1993-08-11"
"Ricardo Jorge Vaz Tê","1986-10-01"
"Mohamed Fouzair","1991-12-24"
"Torgeir Børven","1991-12-03"
"Rafael Garcia Tonioli Defendi","1983-12-22"
"Stefan Schwab","1990-09-27"
"Arturo Rafael Mina Meza","1990-10-08"
"Stefan Marinović","1991-10-07"
"Fousseni Diabaté","1995-10-18"
"Ivan Santini","1989-05-21"
"Romell Samir Quioto Robinson","1991-08-09"
"Eduardo Antônio Machado Teixeira","1993-06-07"
"Leart Paqarada","1994-10-08"
"铃木 武藏","1994-02-11"
"Hanno Behrens","1990-03-26"
"Sebastian Jung","1990-06-22"
"Leke Samson James","1992-11-01"
"Thiago Claudnei Almeida Reis","1992-02-29"
"Federico Marchetti","1983-02-07"
"Stole Dimitrievski","1993-12-25"
"Juan Pablo Añor Acosta","1994-01-24"
"Anastasios Donis","1996-08-29"
"Mauricio Ricardo Pinilla Ferreira","1984-02-04"
"Harry Arter","1989-12-28"
"Douglas Pereira dos Santos","1990-08-06"
"Gabriel Alejandro Paletta","1986-02-15"
"John Boye","1987-04-23"
"Mark Gillespie","1992-03-27"
"Marc Stendera","1995-12-10"
"Igor Plastun","1990-08-20"
"Martin Olsson","1988-05-17"
"윤빛가람 尹光河","1990-05-07"
"Bradley Guzan","1984-09-09"
"Anthony Ujah","1990-10-14"
"久保 裕也","1993-12-24"
"Dillon Phillips","1995-06-11"
"Walter Elias Silvieiro Borges","1992-02-29"
"Óscar Francisco Jiménez Fabela","1988-10-12"
"Paolo Bartolomei","1989-08-22"
"Efrén Alexander Mera Moreira","1985-06-23"
"Ernesto Torregrossa","1992-06-28"
"Prince Oniangué","1988-11-04"
"Josué Durval da Feira Cunha","1992-02-29"
"Wesley Foderingham","1991-01-14"
"Damjan Đoković","1990-04-18"
"Fabricio Orosmán Formiliano Duarte","1993-01-14"
"Richard Ofori Antwi","1993-11-01"
"Clifford Aboagye","1995-02-11"
"Matt Clarke","1996-09-22"
"Yusuf Erdoğan","1992-08-07"
"Isaac Kiese Thelin","1992-06-24"
"Jake Cooper","1995-02-03"
"Gil Esaul Alcalá Barba","1992-07-29"
"Tomáš Kalas","1993-05-15"
"Mauricio Andrés Cuero Castillo","1993-01-28"
"Hugo Isaac Rodríguez De La O","1990-06-08"
"Aitor Sanz Martín","1984-09-13"
"Sebastian Schonlau","1994-08-05"
"Simon Fredrik Hedlund","1993-03-11"
"Adrián Ortolá Vañó","1993-08-20"
"Judson Silva Tavares","1993-05-25"
"Jessy Moulin","1986-01-13"
"Bryan Josue Acosta Ramos","1993-11-24"
"Maximilian Wittek","1995-08-21"
"Jean-Armel Kana-Biyik","1989-07-03"
"Aden Flint","1989-07-11"
"Andreas Aalen Vindheim","1995-08-04"
"Martin Fraisl","1993-05-10"
"Jonathan Pablo Bottinelli","1984-09-14"
"Przemysław Frankowski","1995-04-12"
"Emre Taşdemir","1995-08-08"
"Sergio Floccari","1981-11-12"
"Mohammed Ibrahim Kanoo","1994-09-22"
"Andrey Eshchenko","1984-02-09"
"Milan Škoda","1986-01-16"
"Nicolai Møller Boilesen","1992-02-16"
"Bauyrzhan Islamkhan","1993-02-23"
"Cristopher Benjamín Toselli Ríos","1988-06-15"
"Aleksandr Zhirov","1991-01-24"
"김인성 金仁成","1989-09-09"
"Mame Baba Thiam","1992-10-09"
"Vincent Edouard André Koziello","1995-10-28"
"Emiliano Ramiro Papa","1982-04-19"
"Steven Moreira","1994-08-13"
"Ager Aketxe Barrutia","1993-12-30"
"Fernando Monetti","1989-02-21"
"Kirill Nababkin","1986-09-08"
"Søren Krukow Rieks","1987-04-07"
"Mariusz Stępiński","1995-05-12"
"三竿 健斗","1996-04-16"
"Michał Pazdan","1987-09-21"
"Caleb Ekuban","1994-03-23"
"Andre Wisdom","1993-05-09"
"Adam Taggart","1993-06-02"
"Aleksandar Sedlar","1991-12-13"
"Ionuț Nedelcearu","1996-04-25"
"Francisco Javier Hidalgo Gómez","1994-03-30"
"Adam Reach","1993-02-03"
"Fabrício Santos de Jesus","1992-06-13"
"Julian Pollersbeck","1994-08-16"
"Adrián González Morales","1988-05-25"
"Roman Neustädter","1988-02-18"
"Mickaël Le Bihan","1990-05-16"
"Jordy de Wijs","1995-01-08"
"Charles Traoré","1992-01-01"
"Tiago Manuel Dias Correia","1990-07-12"
"Molla Wagué","1991-02-21"
"Emiliano Jorge Rubén Méndez","1989-02-15"
"Baldomero Perlaza Perlaza","1992-06-05"
"Fredrik Gulbrandsen","1992-09-10"
"Duane Holmes","1994-11-06"
"Isaac Carcelén Valencia","1993-04-23"
"Wiliam Carlos Santoso Sampaio","1996-02-29"
"Bruno Ferreira Bonfim","1989-01-19"
"Paul Seguin","1995-03-29"
"Martín Vladimir Rodríguez Torrejón","1994-08-05"
"주세종 朱世钟","1990-10-30"
"Jalil Juan José Elías","1996-04-25"
"Patrick James Coleman McNair","1995-04-27"
"Marco Stiepermann","1991-02-09"
"Jay Fulton","1994-04-26"
"Dmitriy Zhivoglyadov","1994-05-29"
"Youssouf Yacoub M'Changama","1990-08-29"
"Christoph Monschein","1992-10-22"
"Raúl Octavio Rivero Falero","1992-01-24"
"Rubén Castro Martín","1981-06-27"
"Erik Berg","1988-12-30"
"Timon Wellenreuther","1995-12-03"
"Arturo Calabresi","1996-03-17"
"Edson Gérson Torres Guerra","1996-02-29"
"Leonardo Duarte da Silva","1996-07-17"
"Dax McCarty","1987-04-30"
"Libor Kozák","1989-05-30"
"João Jimmy Plata Cotera","1992-03-01"
"Wil Trapp","1993-01-15"
"Javier Güemez López","1991-10-17"
"David Costas Cordal","1995-03-26"
"Julian Schieber","1989-02-13"
"Alberto Tomás Botía Rabasco","1989-01-27"
"Simone Romagnoli","1990-02-09"
"João Pedro Gomes Camacho","1994-06-23"
"Serge Wilfried Kanon","1993-07-06"
"Amilton Minervino da Silva","1989-08-12"
"李学鹏","1988-09-18"
"Mamadou Jean-Luc Diarra Dompé","1995-08-12"
"Michal Frydrych","1990-02-27"
"Pablo González Díaz","1992-07-07"
"Florent Hadërgjonaj","1994-07-31"
"清武 弘嗣","1989-11-12"
"Kalindi Alves de Souza","1993-08-29"
"Simen Kristiansen Juklerød","1994-05-18"
"王大雷","1989-01-10"
"Luděk Pernica","1990-06-16"
"Gonçalo Filipe Oliveira Silva","1991-06-04"
"Django Warmerdam","1995-09-02"
"Ervin Zukanović","1987-02-11"
"Steven Davis","1985-01-01"
"Marnon Busch","1994-12-08"
"Carlos Felipe Rodríguez Rangel","1989-04-03"
"Ádám Szalai","1987-12-09"
"Florian Jungwirth","1989-01-27"
"Marcus Bettinelli","1992-05-24"
"Aníbal Cesis Godoy","1990-02-10"
"Ben Gibson","1993-01-15"
"Quentin Bernard","1989-07-07"
"丸橋 祐介","1990-09-02"
"Kellyn Kai Perry-Acosta","1995-07-24"
"Oghenekaro Etebo","1995-11-09"
"Mirko Pigliacelli","1993-06-30"
"Jacopo Dezi","1992-02-10"
"Raphael Framberger","1995-09-06"
"Dagoberto Josué Pinho Parrela","1996-02-29"
"Ângelo Pelegrinelli Neto","1991-09-02"
"Christoph Zimmermann","1993-01-12"
"Lucas Lima Linhares","1996-09-28"
"林 昭大","1987-05-07"
"Pablo Chavarría","1988-01-02"
"Fabiano Leismann","1991-11-18"
"Gabriel Matías Fernández Leites","1994-05-13"
"Nathan Baker","1991-04-23"
"Alberto Paleari","1992-08-29"
"Terence Kongolo","1994-02-14"
"Fernando Andrés Márquez","1987-12-10"
"Fabián Alexis Viáfara Alarcón","1992-03-16"
"Diego Francisco Viera Ruiz Díaz","1991-04-30"
"Kian Hansen","1989-03-03"
"Julian Börner","1991-01-21"
"张琳芃","1989-05-09"
"Jonathan Ezequiel Cristaldo","1989-03-05"
"Javier Arley Reina Calvo","1989-01-04"
"Maxime Dupé","1993-03-04"
"Arouna Koné","1983-11-11"
"Andreas Weimann","1991-08-05"
"Neuciano Jesus de Gusmão","1988-12-26"
"Reziuan Mirzov","1993-06-22"
"Marin Leovac","1988-08-07"
"Rafael Baca Miranda","1989-09-11"
"Fernando Daniel Belluschi","1983-09-10"
"Souleymane Doukara","1991-09-29"
"Benno Schmitz","1994-11-17"
"Yevhen Shakhov","1990-11-30"
"Tommaso Augello","1994-08-30"
"Daniel Heuer Fernandes","1992-11-13"
"José Corpas Serna","1991-07-07"
"Krisztián Vadócz","1985-05-30"
"Victorien Angban","1996-09-29"
"Óscar Guido Trejo","1988-04-26"
"Panagiotis Tsintotas","1993-07-04"
"Kyle Naughton","1988-11-11"
"Conor Townsend","1993-03-04"
"Alex Wilkinson","1984-08-13"
"Ángel Elías Romero Iparraguirre","1990-08-09"
"Fredrik Aursnes","1995-12-10"
"Kaveh Rezaei","1992-04-05"
"신진호 申振豪","1988-09-07"
"Lukáš Haraslín","1996-05-26"
"Osama Jabbar Shafeeq Rashid","1992-01-13"
"Mohammed Al Owais","1991-10-10"
"Peter Žulj","1993-06-09"
"Gustavo Ezequiel Blanco Leschuk","1991-11-05"
"Julio Alberto Barroso","1985-01-16"
"Luciano Darío Pocrnjic","1981-08-04"
"Haris Medunjanin","1985-03-08"
"Álvaro Lemos Collazo","1993-03-30"
"Alessandro Murgia","1996-08-09"
"Hicham Faik","1992-03-19"
"Emiliano Adrián Insúa Zapata","1989-01-07"
"Abdul-Aziz Tetteh","1990-05-25"
"Rhyan Grant","1991-02-26"
"Derrick Luckassen","1995-07-03"
"Federico Peluso","1984-01-20"
"Mauro Raúl Fernández","1989-03-31"
"Anice Badri","1990-09-18"
"Tim Parker","1993-02-23"
"Felipe de Sousa Silva","1993-04-03"
"Pietro Terracciano","1990-03-08"
"Nicolás Orsini","1994-09-12"
"Jean Carlos Francisco Deza Sánchez","1993-06-09"
"Marc Schnatterer","1985-11-18"
"Alexander Banor Tettey","1986-04-04"
"室屋 成","1994-04-05"
"Djalma Braume Manuel Abel Campos","1987-05-30"
"Kacper Przybyłko","1993-03-25"
"Martin Männel","1988-03-16"
"Dimitri Bisoli","1994-03-25"
"Jacob Une Larsson","1994-04-08"
"東口 順昭","1986-05-12"
"Juan Rodrigo Rojas Ovelar","1988-04-09"
"Ryan Woods","1993-12-13"
"Wilker José Ángel Romero","1993-03-18"
"Mamadou Obbi Oularé","1996-01-08"
"Eduardo Henrique da Silva","1995-05-17"
"Barry Douglas","1989-09-04"
"Kevin Molino","1990-06-17"
"Rafael Jiménez Jarque","1993-08-12"
"Ulises Rivas Gilio","1996-01-25"
"Yannick Cahuzac","1985-01-18"
"Ondřej Karafiát","1994-12-01"
"Jörg Siebenhandl","1990-01-18"
"Baher El Mohamady","1996-11-01"
"Mahlon Beresford Baker Romeo","1995-09-19"
"Jefferson Alfredo Intriago Mendoza","1996-06-04"
"Chris Mavinga","1991-05-26"
"Florin Lucian Tănase","1994-12-30"
"Ladislav Takács","1996-07-15"
"Anders Trondsen","1995-03-30"
"Sergio Ezequiel Araújo","1992-01-28"
"Moritz Heyer","1995-04-04"
"Carlos Alberto Guzmán Fonseca","1994-05-19"
"Yakou Méïté","1996-02-11"
"Fabio Jesús Pereyra","1990-01-31"
"Pāvels Šteinbors","1985-09-21"
"Kamil Ahmet Çörekçi","1992-02-01"
"Josh Murphy","1995-02-24"
"Rasmus Schüller","1991-06-18"
"Gabriel Airton de Souza","1996-03-29"
"Declan John","1995-06-30"
"Ivan Toney","1996-03-16"
"Edimilson Fernandes","1996-04-15"
"Eduar Ayrton Preciado García","1994-07-17"
"Aboubakar Kamara","1995-03-07"
"Rémy Riou","1987-08-06"
"Martin Bjørnbak","1992-03-22"
"Tobias Pereira Figueiredo","1994-02-02"
"Javier Nicolás Burrai","1990-10-09"
"Lebogang Manyama","1990-09-13"
"Alejandro Catena Marugán","1994-10-28"
"George Friend","1987-10-19"
"Ángel Baltazar Sepúlveda Sánchez","1991-02-15"
"Jonathan Carlos Herrera","1991-09-16"
"Jorge Iván Correa","1993-04-04"
"Renato Peter Mestres Silveira","1992-02-29"
"Alberto Benito Correo","1992-06-13"
"Igor Alberto Rinck de Camargo","1983-05-12"
"山口 蛍","1990-10-06"
"Thiago dos Santos","1989-09-05"
"Óscar Alfredo Ustari","1986-07-03"
"Ramón Folch Frigola","1989-10-04"
"Ionuț Constantin Panțîru","1996-03-22"
"Hiram Ricardo Mier Alanis","1989-08-25"
"Esteban Rodrigo Burgos","1992-01-09"
"シュミット・ダニエル","1992-02-03"
"Brian Leonel Fernández","1994-09-26"
"Juan Manuel Marrero Monzón","1982-10-18"
"Jorge Ruiz Ojeda","1995-09-27"
"Dever Orgill","1990-03-08"
"Pedro Alcalá Guirado","1989-03-19"
"永藤 克弥","1995-01-15"
"Zvonimir Kožulj","1993-11-15"
"Mathieu Michel","1991-09-04"
"Luka Đorđević","1994-07-09"
"Germán Mera Cáceres","1990-03-05"
"Dhawlin Leudo Cossio","1989-07-24"
"Antonio Di Gaudio","1989-08-16"
"Egor Sorokin","1995-11-04"
"Jon Bautista Orgilles","1995-07-03"
"Erwin Mulder","1989-03-03"
"Florian Hartherz","1993-05-29"
"Paul Viorel Anton","1991-05-10"
"John Ruddy","1986-10-24"
"Samir Nurković","1992-06-13"
"Unai García Lugea","1992-09-03"
"Filip Mladenović","1991-08-15"
"Adam Clayton","1989-01-14"
"Petar Filipović","1990-09-14"
"Miguel Ángel Garrido Cifuentes","1990-10-05"
"Favio Enrique Álvarez","1993-01-23"
"Håvard Kallevik Nielsen","1993-07-15"
"Jordan Lefort","1993-08-09"
"Aridai Cabrera Suárez","1988-09-26"
"Federico Ceccherini","1992-05-11"
"Christopher Lenz","1994-09-22"
"Alejandro Díez Salomón","1996-02-17"
"Edwin Alexis Velasco Uzuriaga","1991-11-05"
"Leandro Marcos Peruchena Pereira","1991-07-13"
"Luca Siligardi","1988-01-26"
"Emilio José Zelaya","1987-07-30"
"Alexandre Mendy","1994-03-20"
"Filip Kurto","1991-06-14"
"Ryan Gauld","1995-12-16"
"Aslak Fonn Witry","1996-03-10"
"Miguel Ángel Torrén","1988-08-12"
"Jonathan Cristian Schunke","1987-02-22"
"Vítor Martín Angulho Fancini","1996-02-29"
"Cristian Alberto Tarragona","1991-04-09"
"Noam Baumann","1996-04-10"
"Miguel Ángel Paniagua Rivarola","1987-05-14"
"Gonzalo Pablo Castellani","1987-08-10"
"Kevin Bonifazi","1996-05-19"
"José Antonio Caro Díaz","1994-05-03"
"David Beniamin Lazar","1991-08-08"
"Güray Vural","1988-06-11"
"Lunan Ruben Gabrielsen","1992-03-10"
"Jorge Agustín Rodriguez","1995-09-15"
"Matěj Hybš","1993-01-03"
"Modou Barrow","1992-10-13"
"Carlos Akapo Martínez","1993-03-12"
"Sultan Abdullah Al Ghanam","1994-05-06"
"Matías De los Santos De los Santos","1992-11-22"
"Fabien Farnolle","1985-02-05"
"Phillipp Klement","1992-09-09"
"Joel Gustavo Acosta","1991-02-16"
"Michael Frey","1994-07-19"
"Risto Radunović","1992-05-04"
"Davit Khocholava","1993-02-08"
"Philipp Riese","1989-11-12"
"Ángelo Nicolás Sagal Tapia","1993-04-18"
"Yoann Salmier","1992-11-21"
"Tom Lees","1990-11-28"
"Álvaro Rey Vázquez","1989-07-11"
"Mikael Ishak","1993-03-31"
"Birama Touré","1992-06-06"
"鈴木 優磨","1996-04-26"
"Carlos Adalberto Rolón Ibarra","1992-06-30"
"Alberto Espínola","1991-02-08"
"José Antonio Ferrández Pomares","1989-12-03"
"Callum Paterson","1994-10-13"
"Edoardo Goldaniga","1993-11-02"
"Ben Watson","1985-07-09"
"Rico Strieder","1992-07-06"
"Adriano Well. Bastos Oliveira","1988-02-29"
"Elazar Dasa","1992-12-03"
"Lukas Görtler","1994-06-15"
"Jozabed Sánchez Ruiz","1991-03-08"
"Alex Mowatt","1995-02-13"
"Robin Himmelmann","1989-02-05"
"Corentin Jean","1995-07-15"
"Calogero Rizzuto","1992-01-05"
"Britt Assombalonga","1992-12-06"
"Yesus Segundo Cabrera Ramírez","1990-09-15"
"Mathieu Gorgelin","1990-08-05"
"Douglas da Silva Vieira","1987-11-12"
"Kévin Fortuné","1989-08-06"
"Christoph Moritz","1990-01-27"
"Elias Kachunga","1992-04-22"
"Gianluca Pegolo","1981-03-25"
"Jo Inge Berget","1990-09-11"
"Eduardo Estevão Neto Heck","1996-02-29"
"Cebio Soukou","1992-10-02"
"Francisco Gámez López","1991-07-27"
"Mohamed Hany Eldemerdash","1996-01-25"
"Renato Fred Baumer Trigo","1996-02-29"
"Carl Mikael Lustig","1986-12-13"
"Enrique Sancero","1986-02-15"
"Alexander Gorgon","1988-10-28"
"Recep Niyaz","1995-01-01"
"Benjamin Whiteman","1996-06-17"
"Andreas Beck","1987-03-13"
"Paweł Marek Wszołek","1992-04-30"
"Tom Pettersson","1990-03-25"
"Lewis Baker","1995-04-25"
"Ryan Hollingshead","1991-04-16"
"Geoff Cameron","1985-07-11"
"Reinhold Yabo","1992-02-10"
"Andy Aryel Najar Rodríguez","1993-03-16"
"権田 修一","1989-03-03"
"Srđan Grahovac","1992-09-19"
"Néstor Adriel Breitenbruch","1995-09-13"
"Samuel Thomas Carvalho Melo","1996-02-29"
"Francisco Borja Lasso de la Vega Gayán","1994-01-01"
"Isaac Palazón Camacho","1994-12-27"
"Vegard Valgermo Forren","1988-02-16"
"Róger Espinoza Ramírez","1986-10-25"
"Kieffer Moore","1992-08-08"
"Rodrigo Cunha Pereira de Pinho","1991-05-30"
"Ernesto Gómez Muñoz","1994-07-18"
"Cédric Brunner","1994-02-17"
"Matt Besler","1987-02-11"
"Jordi Amat Maas","1992-03-21"
"Liam Moore","1993-01-31"
